 Invensys Bottom Part Report for 009-00861.pcb on 8/13/2013 10:24:05 AM,,,,,,,,,
,,,,,,,,,
Requested Condition:,,,,,,,,,
Layer Name contains 'Bottom',,,,,,,,,
,,,,,,,,,
Name,Position X,Position Y,Rotation,Layer Name,Part Type,PCB Decal,Glued,SMD,Description
N321,3715,1225,0,Bottom,TPOINT60,TPOINT60,No,Yes,"TESTPOINT .060"" DIA RND PAD"
N322,4290,675,0,Bottom,TPOINT60,TPOINT60,No,Yes,"TESTPOINT .060"" DIA RND PAD"
R201,4000,3425,90,Bottom,601-04025-00,RS0805,No,Yes,RES SMD0805 1/8W 10 5%
R202,3975,2995,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R203,4080,3080,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R204,1985,2455,270,Bottom,601-00026-00,RS1206,No,Yes,RES SMD1206 1/8W 4.7K 5%
R205,2105,2455,270,Bottom,601-00026-00,RS1206,No,Yes,RES SMD1206 1/8W 4.7K 5%
R206,4015,2510,270,Bottom,601-04041-00,RS0805,No,Yes,RES SMD0805 1/8W 47 5%
R209,1340,2545,270,Bottom,601-00004-00,RS1206,No,Yes,RES SMD1206 1/8W 10K 5%
R210,1220,2545,270,Bottom,601-00004-00,RS1206,No,Yes,RES SMD1206 1/8W 10K 5%
R211,3815,1010,270,Bottom,601-00280-13,RS0603,No,Yes,RES SMD0603 10K 1/10W 5%
R212,3965,1010,270,Bottom,601-00280-13,RS0603,No,Yes,RES SMD0603 10K 1/10W 5%
R213,3890,1010,270,Bottom,601-00280-13,RS0603,No,Yes,RES SMD0603 10K 1/10W 5%
R214,605,1560,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R215,720,1105,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R216,2455,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R217,2555,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R218,2855,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R219,3055,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R220,2955,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R221,2655,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R222,2755,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R223,2325,3300,270,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R224,1950,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R225,1550,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R226,1450,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R227,1750,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R228,1850,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R229,1650,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R230,1350,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R231,1250,920,90,Bottom,601-04121-00,RS0805,No,Yes,RES SMD0805 1/8W 100K 5%
R232,3805,3605,270,Bottom,601-00149-00,RS1206,No,Yes,RES SMD1206 1/8W 15 5%
R233,715,1560,90,Bottom,601-04049-00,RS0805,No,Yes,RES SMD0805 1/8W 100 5%
R234,720,1310,270,Bottom,601-04049-00,RS0805,No,Yes,RES SMD0805 1/8W 100 5%
R235,930,1540,270,Bottom,601-00283-13,RS0603,No,Yes,RES SMD0603 100 OHM 1/10W 1%
R236,845,1540,270,Bottom,601-00241-13,RS0603,No,Yes,RES 0 OHM 1A 0603
R241,765,2170,90,Bottom,601-04049-00,RS0805,No,Yes,RES SMD0805 1/8W 100 5%
R242,590,1105,90,Bottom,601-04590-00,RS0805,No,Yes,RES SMD0805 1/8W 11.5K 1%
R243,605,1750,90,Bottom,601-04590-00,RS0805,No,Yes,RES SMD0805 1/8W 11.5K 1%
