 Robertshaw Bottom Part Report for 009-00870.pcb on 6/29/2015 2:49:47 PM,,,,,,,,,
,,,,,,,,,
Requested Condition:,,,,,,,,,
Layer Name contains 'Bottom',,,,,,,,,
,,,,,,,,,
Name,Position X,Position Y,Rotation,Layer Name,Part Type,PCB Decal,Glued,SMD,Description
D203,1740,1745,90,Bottom,603-00041-00,DS2A,Yes,Yes,DIODE SMD ZNR 500MW 16V MMSZ5246BT1G
D204,390,2575,90,Bottom,603-00017-00,DS2(BOT),Yes,Yes,DIODE SMD 1N4007 RECT 1KV 1A
D205,635,5855,270,Bottom,603-00018-00,DS2A,Yes,Yes,DIODE SMD ZNR 1/2W 5% 4.3V MMBZ5229B
D206,1300,4004,90,Bottom,603-00016-00,DS2A,Yes,Yes,DIODE SMD 1N4148 RECT 75V 150MA
D207,1220,360,270,Bottom,603-00016-00,DS2A-BOT,Yes,Yes,DIODE SMD 1N4148 RECT 75V 150mA
D208,1220,75,270,Bottom,603-00016-00,DS2A-BOT,Yes,Yes,DIODE SMD 1N4148 RECT 75V 150MA
D209,1710,5995,90,Bottom,603-00016-00,DS2A-BOT,Yes,Yes,DIODE SMD 1N4148 RECT 75V 150mA
D210,1945,3335,270,Bottom,603-00104-00,DS-SMA-BOT,Yes,Yes,DIODE 150V 2A SCHOTTKY RECT SMA
D211,1105,1710,90,Bottom,603-00017-00,DS2(BOT),Yes,Yes,DIODE SMD 1N4007 RECT 1KV 1A
D212,2330,5550,270,Bottom,603-00016-00,DS2A-BOT,Yes,Yes,DIODE SMD 1N4148 RECT 75V 150mA
D213,2380,3335,270,Bottom,603-00104-00,DS-SMA-BOT,Yes,Yes,DIODE 150V 2A SCHOTTKY RECT SMA
D214,2175,1945,90,Bottom,603-00070-00,DS-SMB-BOT,Yes,Yes,DIODE SMB FAST HIGH VOLTAGE 1A 600V 20NS
D215,2830,1965,90,Bottom,603-00016-00,DS2A-BOT,Yes,Yes,DIODE SMD 1N4148 RECT 75V 150MA
D216,2805,3340,270,Bottom,603-00104-00,DS-SMA-BOT,Yes,Yes,DIODE 150V 2A SCHOTTKY RECT SMA
F200,70,6545,0,Bottom,ZFIDUCIAL,ZFUD-GLOBAL,Yes,Yes,FIDUCIAL
F201,7290,730,0,Bottom,ZFIDUCIAL,ZFUD-GLOBAL,Yes,Yes,FIDUCIAL
L200,600,5490,270,Bottom,663-00031-00,LS0603,Yes,Yes,FERRITE BEAD 300 OHM 0603
L203,1560,5125,90,Bottom,663-00002-00,CS1206,Yes,Yes,INDUCTOR BEAD SMD1206 FERRITE 60 OHM 25%
L204,2030,6525,90,Bottom,663-00031-00,LS0603,Yes,Yes,FERRITE BEAD 300 OHM 0603
L205,2185,6525,270,Bottom,663-00031-00,LS0603,Yes,Yes,FERRITE BEAD 300 OHM 0603
L206,2655,6525,270,Bottom,663-00031-00,LS0603,Yes,Yes,FERRITE BEAD 300 OHM 0603
L207,2895,3840,90,Bottom,663-00031-00,LS0603,Yes,Yes,FERRITE BEAD 300 OHM 0603
L208,2965,6525,270,Bottom,663-00031-00,LS0603,Yes,Yes,FERRITE BEAD 300 OHM 0603
N1,1810,6770,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N2,3135,5135,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N3,2332,4316,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N4,2148,4592,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N5,1235,4755,0,Bottom,TPOINT60,TPOINT60,Yes,Yes,TESTPOINT .060 DIA RND PAD
N6,1715,6595,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N7,1610,6535,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
N8,1850,6505,0,Bottom,TPOINT40,TPOINT40,Yes,Yes,"TESTPOINT .040"" DIA RND PAD"
